song_id,title,作詞,作曲,編曲,full_lyrics,song_url
245287,ガラスを割れ！,秋元康,前迫潤哉・Yasutaka.Ishio,APAZZI,"OH OH OH OH OH…
HEY！HEY！
OH OH OH OH OH…
HEY！HEY！

川面(かわも)に映る自分の姿に
吠えなくなってしまった犬は
餌もらうために尻尾振って
飼い慣らされたんだろう
(BOWWOW)
噛みつきたい気持ちを殺して
聞き分けいいふりをするなよ
上目遣いで媚びるために
生まれて来たのか？
(HOUND DOG)

今あるしあわせにどうしてしがみつくんだ？
閉じ込められた見えない檻から抜け出せよ

Rock you！
目の前のガラスを割れ！
握りしめた拳で Oh！Oh！
やりたいこと　やってみせろよ
おまえはもっと自由でいい　騒げ！
(OH OH OH OH OH…)
邪魔するもの　ぶち壊せ！
夢見るなら愚かになれ
傷つかなくちゃ本物じゃないよ

他人(ひと)を見ても吠えないように
躾(しつけ)けられた悲しい犬よ
鼻を鳴らしすり寄ったら
誰かに撫でられるか？
(BOWWOW)
リードで繋がれなくても
どこへも走り出そうとしない
日和見(ひよりみ)主義のその群れに
紛れていいのか？
(HOUND DOG)

すべて失っても手に入れたいものがある
がむしゃらになってどこまでも追い求めるだろう

Rock you！
抑圧のガラスを割れ！
怒り込めた拳で Oh！Oh！
風通しをよくしたいんだ
俺たちはもう犬じゃない　叫べ！
(OH OH OH OH OH…)
偉い奴らに怯(ひる)むなよ！
闘うなら孤独になれ
群れてるだけじゃ始まらないよ

目の前のガラスを割れ！
握りしめた拳で Oh！Oh！
やりたいこと　やってみせろよ
おまえはもっと自由でいい　騒げ！
(OH OH OH OH OH…)
邪魔するもの　ぶち壊せ！
夢見るなら愚かになれ
傷つかなくちゃ本物じゃないよ

想像のガラスを割れ！
思い込んでいるだけ Oh！Oh！
やる前からあきらめるなよ
おまえはもっとおまえらしく　生きろ！
(OH OH OH OH OH…)
愛の鎖引きちぎれよ
歯向かうなら背中向けるな
温もりなんかどうだっていい

吠えない犬は犬じゃないんだ",https://www.uta-net.com/song/245287/
205638,キミガイナイ,秋元康,SoichiroK・Nozomu.S,後藤勇一郎・Soulife,"長い夜は口を閉ざし
星も見えず　月は雲に隠れてる
誰が聴いているのだろう
マーラーの憂鬱な交響曲
今　心は　すべてが空っぽ
ただ　時間が過ぎてしまえばいい
君のいないこんな世界
想像よりももっと
退屈だった

些細なことで喧嘩をして
だけど二人　意地張って
謝らずに家に帰り
頭　冴えたままで眠れない

つけっぱなしのパソコンさえ
触る気になれずログアウト
ベッドの上で天井を見てる

本当の
孤独は
誰もいないことじゃなく
誰かがいるはずなのに
一人にされてる
この状況

こんな夜は息を潜め
灯りつけず　闇の中で目を開(ひら)く
壁の向こう側の気配
隣人もまだ起きてるのだろう
もう　今さら　電話したくない
ふと　愚かな自分が嫌になる
君のいないこんな宇宙
枕を投げて叫ぶ
消えてなくなれ！

どうしてだろう　喉が乾く
猫も寝ているキッチンで
ミルクを飲んだら寂しくなった

本当の
孤独は
誰もいないことじゃなく
誰かがいるはずなのに
一人にされてる
この状況

やがて空が白み始め
鳥が鳴いて　人は誰も目を覚ます
どんな甘い夢も消えて
現実の歯車が動く
さあ　これからどうすればいいか？
ほら　朝陽が眩しく思えるよ
君がいればどんな日でも
何とか生きて行ける
今日は楽しい

愛しているとわかってても
それと別の話
ここからは
お互い
何にも見えないだろう

僕は僕で
君は君で
ボクガイテモ　キミガイナイ

こんな夜は息を潜め
灯りつけず　闇の中で目を開(ひら)く
壁の向こう側の気配
隣人もまだ起きてるのだろう
もう　今さら　電話したくない
ふと　愚かな自分が嫌になる
君のいないこんな宇宙
枕を投げて叫ぶ
消えてなくなれ！

イマ　コノセカイニ
ナゼ　キミガイナイ？　AH-",https://www.uta-net.com/song/205638/
232898,君をもう探さない,秋元康,片桐周太郎,若田部誠,"君をもう探さない
雨が止まない街角
追いかけても
逃げるなら
勝手にしろ！

少女が一人　ずぶ濡れのままで
走ってる憂鬱がわからない
泣いているのか　怒っているのか
怖い表情で…

学生鞄　道端に撒いて
嫌いなものは捨ててしまった
僕は希望を拾い集めながら
愛に呆れてる

知らないうちに大人になってた
鏡の自分　絶望して
君は逃げ出したんだろう？
衝動

君をもう探さない
傘が隠す人混み
純情　守ることが
そんなに大事なことか？
人はいつも汚(けが)れて
誰も逞(たくま)しくなるんだ
割り切れたら
一人だって
生きられる

理屈じゃなくて　感情のままに
向き合うことを拒絶して来た
君はいつしかYESという言葉
抵抗し始めた

あの日のような子どもじゃないんだ
知りたくない　ずるさを許せ
今は弱くないだろう？
目覚めろ！

僕はもう守らない
過保護すぎちゃいけない
何かに傷つかなきゃ
自由は口先だけさ
人は大人になんか
誰もなりたくないんだ
ある日　突然
当たり前の
道を行く

しゃがみ込んで動けない
どこかの行き止まり
君はどんな
夢を見てる？
諦めきれない
少女

君をもう探さない
傘が隠す人混み
純情　守ることが
そんなに大事なことか？
人はいつも汚(けが)れて
誰も逞(たくま)しくなるんだ
割り切れたら
一人だって
生きられる

生きたくない",https://www.uta-net.com/song/232898/
263861,黒い羊,秋元康,ナスカ,ナスカ,"信号は青なのかそれとも緑なのかどっちなんだ？
あやふやなものははっきりさせたい
夕暮れ時の商店街の雑踏を通り抜けるのが面倒で
踏切を渡って　遠回りして帰る

放課後の教室は苦手だ
その場にいるだけで分かり合えてるようで
話し合いにならないし
白けてしまった僕は無口になる
言いたいこと言い合って解決しよう
なんて楽天的すぎるよ

誰かがため息をついた
そうそれが本当の声だろう

黒い羊　そうだ　僕だけがいなくなればいいんだ
そうすれば　止まってた針はまた動き出すんだろう？
全員が納得するそんな答えなんかあるものか！
反対が僕だけならいっそ無視すればいいんだ
みんなから説得される方が居心地悪くなる
目配せしてる仲間には僕は厄介者でしかない

真っ白な群れに悪目立ちしてる
自分だけが真っ黒な羊
と言ったって同じ色に染まりたくないんだ

薄暗い部屋の灯りをつけるタイミングって一体いつなんだろう？
スマホには愛のない過去だけが残ってる
人間関係の答え合わせなんか僕にはできないし
そこにいなければよかったと後悔する

人生の大半は思う様にはいかない
納得できないことばかりだし諦めろと諭されてたけど
それならやっぱ納得なんかしないまま
その度に何度も唾を吐いて
噛みついちゃいけませんか？

No No No No
全部　僕のせいだ

黒い羊　そうだ　僕だけがいなくなればいいんだ
そうすれば　止まってた針はまた動き出すんだろう？
全員が納得するそんな答えなんかあるものか！
反対が僕だけならいっそ無視すればいいんだ
みんなから説得される方が居心地悪くなる
目配せしてる仲間には僕は厄介者でしかない
わかってるよ

La La La...

白い羊なんて僕は絶対なりたくないんだ
そうなった瞬間に僕は僕じゃなくなってしまうよ
まわりと違うそのことで誰かに迷惑かけたか？
髪の毛を染めろと言う大人は何が気に入らない？
反逆の象徴になるとでも思っているのか？
自分の色とは違うそれだけで厄介者か？

Oh
自らの真実を捨て白い羊のふりをする者よ
黒い羊を見つけ　指を差して笑うのか？
それなら僕はいつだって
それでも僕はいつだって
ここで悪目立ちしてよう",https://www.uta-net.com/song/263861/
232907,月曜日の朝、スカートを切られた,秋元康,饗庭純,若田部誠,"OH OH OH…

どうして学校へ行かなきゃいけないんだ
真実を教えないならネットで知るからいい

友達を作りなさい　スポーツをやりなさい
作り笑いの教師が見せかけの愛を謳(うた)う

反抗したいほど
熱いものもなく
受け入れてしまうほど
従順でもなく
あと何年だろう
ここから出るには…
大人になるため
嘘に慣れろ！

月曜日の朝、スカートを切られた
通学電車の誰かにやられたんだろう
どこかの暗闇でストレス溜め込んで
憂さ晴らしか
私は悲鳴なんか上げない

OH OH OH…

これから先もずっと電車は満員で
夢も希望もないのに各駅停車かい？

努力は報われますよ　人間は平等ですよ
幸せじゃない大人に説得力あるものか

死んでしまいたいほど
愚かにもなれず
生き永らえたいほど
楽しみでもない
もう持て余してる
残りの人生
目立たないように
息を止めろ！

誰もが
何かを
切られながら
生きている

よく晴れてた朝、スカートを切られた
無視された社会の隅に存在する孤独
自分はここにいる　それだけ伝えたい
したり顔で
あんたは私の何を知る？

月曜日の朝、スカートを切られた
通学電車の誰かにやられたんだろう
どこかの暗闇でストレス溜め込んで
憂さ晴らしか
私は悲鳴なんか上げない

OH OH OH…",https://www.uta-net.com/song/232907/
291912,コンセントレーション,秋元康,佐々木裕,佐々木裕,"Oh, Can't you tell me now？

ねえどこで違った？　何が違った？　僕たちの恋は
今になって後になって悔やんでるよ
そう大好きなんだ　大切なんだ　変わるわけないだろう
ほら　こんなに僕は落ち込んで泣いているし…

君を誤解してた(It's my mistake)
寂しさに気づかなくて(I didn't notice)
ほったらかしたままで
勝手に生きて来た罰なのか？
束縛されたくないって
言っていたじゃない？(You want to be free)
だから僕は
羽根を伸ばしたんだ(I'm sorry)

コンセントレーション　愛は集中力のことだ
他に何にも見えないくらい夢中になる感情
呼吸すら忘れてしまうから胸が苦しくなるんだよ
(Why did you look away？)
コンセントレーション　愛は安心してしまうもの
心の糸が緩むみたいに　二人に距離ができた
もう一度　君だけ　見つめてたい　僕に時間をくれないか？
(I want to start over)

ねえ　どうすればいい？　何すればいい？　ヒントくらい欲しい
こんなことで終わりなんて馬鹿馬鹿しい
もうチャンスはないの？　未来はないの？　このままは辛すぎる
なぜ　こんなに君を傷つけてしまったんだろう

裏切ったんじゃない(So believe me)
甘えていただけなんだ(Maybe you forgive me)
君ならばいつだって
許してくれると思ってた
僕から君への想いは
伝わっていたはずさ(You know I love you)
夢の続き
失いたくないよ(Tell me why？)
ハートが怠(なま)けてた　ほんの一瞬の隙だったよ

いるはずだった僕がいなくて君を不安にさせた
少しだけ愛を休んでても　誰も困らないはずだった
Yes, it was dishonest
ハートが怠(なま)けてた　それは永遠かもしれない
弁解なんか無駄なことでも　言わずにはいられない
半端な気持ちじゃなかったけど　ごめん　どこか浮(うわ)ついてたか
Throw away the prejudice

コンセントレーション　愛は集中力のことだ
他に何にも見えないくらい夢中になる感情
呼吸すら忘れてしまうから胸が苦しくなるんだよ
(Why did you look away？)
コンセントレーション　愛は安心してしまうもの
心の糸が緩むみたいに　二人に距離ができた
もう一度　君だけ　見つめてたい　僕に時間をくれないか？
(I want to start over)",https://www.uta-net.com/song/291912/
205640,サイレントマジョリティー,秋元康,バグベア,久下真音,"人が溢れた交差点を
どこへ行く？(押し流され)
似たような服を着て
似たような表情で…

群れの中に紛れるように
歩いてる(疑わずに)
誰かと違うことに
何をためらうのだろう

先行く人が振り返り
列を乱すなと
ルールを説くけど
その目は死んでいる

君は君らしく生きて行く自由があるんだ
大人たちに支配されるな
初めから　そうあきらめてしまったら
僕らは何のために生まれたのか？
夢を見ることは時には孤独にもなるよ
誰もいない道を進むんだ
この世界は群れていても始まらない
Yesでいいのか？
サイレントマジョリティー

どこかの国の大統領が
言っていた(曲解して)
声を上げない者たちは
賛成していると…

選べることが大事なんだ
人に任せるな
行動しなければ
Noと伝わらない

君は君らしくやりたいことをやるだけさ
One of themに成り下がるな
ここにいる人の数だけ道はある
自分の夢の方に歩けばいい
見栄やプライドの鎖に繋がれたような
つまらない大人は置いて行け
さあ未来は君たちのためにある
No！と言いなよ！
サイレントマジョリティー

誰かの後
ついて行けば
傷つかないけど
その群れが
総意だと
ひとまとめにされる

君は君らしく生きて行く自由があるんだ
大人たちに支配されるな
初めから　そうあきらめてしまったら
僕らは何のために生まれたのか？
夢を見ることは時には孤独にもなるよ
誰もいない道を進むんだ
この世界は群れていても始まらない
Yesでいいのか？
サイレントマジョリティー",https://www.uta-net.com/song/205640/
291913,砂塵,秋元康,TAKU Tanaka・LINDY,TAKU Tanaka,"心が変わってく瞬間(とき)に
静かな風が吹くんだ
過去の何かが散らばり
ざわざわすることを知った

初めて話した君は
遠くのイメージと違った
気さくなその微笑みに
勝手に惹かれたんだ

まさかそんな感情が生まれるなんて
思わなかった
よく晴れた日だから

砂塵だけが舞ってたけど
ようやく止んだよ
一瞬の錯覚じゃなくて
何度も確かめた
この胸が落ち着くまでは
しばらく待ってた
今　目の前にいる君となら
ホントに始まりそうだ

いろんな先入観で
誰もが思い込んでしまう
君ってどういう人か
僕にもわかったんだ

もっと君を知りたいと思うきっかけは
恋だったのか
後になってから知った

はっきりと見えて来たよ
自分の気持ちが…
今までの蜃気楼じゃなくて
未来の向こう側
愛しさを伝えるには
まだまだ早いか
もう少し切なさ　溢れたら
あっちへ歩いて行きたい

風は止んで
普通の青空
君をずっと
思い続ける
時間の砂が積もって
確かな愛になってく
きっと　君への思いと
砂塵(さじん)は舞い上がらない

あの地平線まで
ずっと見渡せるよ
今

砂塵だけが舞ってたけど
ようやく止んだよ
一瞬の錯覚じゃなくて
何度も確かめた
この胸が落ち着くまでは
しばらく待ってた
今　目の前にいる君となら
ホントに始まりそうだ

はっきりと見えて来たよ
自分の気持ちが…
今までの蜃気楼じゃなくて
未来の向こう側
愛しさを伝えるには
まだまだ早いか
もう少し切なさ　溢れたら
あっちへ歩いて行きたい",https://www.uta-net.com/song/291913/
291914,10月のプールに飛び込んだ,秋元康,BASEMINT,BASEMINT,"チャイム　聴こえないふりをしていた
WOW WOW
校舎の裏側　非常階段で一人

あんなつまらない授業なんか出たくない
空は真っ青だ　こんなよく晴れた日をどうする？

校庭　眺めながら　いいこと思いついた
ここで不平不満言ってサボっててもしょうがない

フェンスを乗り越えよう

10月のプールに飛び込んだ僕を笑うがいい
制服のまま泳いで何を叱られるのか
そして冷たい水の中で　わざと飛沫(しぶき)を上げて
誰にも邪魔をされない本当の自由　確かめたかった

何もしないのは　傷つきたくないってことだろう？
もっと　ジタバタしてかっこ悪くたっていいじゃないか？

僕なりの抵抗で　じっと息を止めてた
いつまでいられるだろう　水の中は平等だ

ゆっくり立ち上がる

10月のプールを泳ぐのはそうさ愚かなことだ
教室の窓　みんながこっち見て騒いでる
そしてずぶ濡れで震えてる僕は中指を立て
大声で言ってやったんだ　できるものならやってみろよ

びしょびしょの足跡が廊下に残っている
教師は何も言わなかった　僕に興味がないんだろう

プールには何度だって　また飛び込んでやる
季節なんか関係ないのが僕の生き方だ

10月のプールに飛び込んだ僕を笑うがいい
制服のまま泳いで何を叱られるのか
そして冷たい水の中で　わざと飛沫(しぶき)を上げて
誰にも邪魔をされない本当の自由　確かめたかった",https://www.uta-net.com/song/291914/
254129,Student Dance,秋元康,SaSA,SaSA,"真夜中のハイスクール
フェンスを乗り越えて
忍び込んだ校庭
照らすのはフラッシュライト
人影ないHallway
口を閉ざしたLocker Room

こんな場所　選んだのは
最悪の趣味だけど
大人に邪魔をさせない
内緒で会うなら他にはないじゃない？

ここから先はStudent Dance
見つからないでSecret Place
カモン　カモン　カモン　ボーイズ
オッオッオー　パーティータイム
同じ制服でStudent Dance
火がつきそうDangerous Case
ハリー　ハリー　ハリーアップ
オッオッオー　恋をしろ！

教師なんてKeep Out
教科書はいらない
校則なんてDiscard
親たちは知らずに
空っぽのMy Room
反抗的なMoonlight

言うことを聞かされたら
糸を切れ！マリオネット
自由を信じたかった
ただ抱き合うなら絶好のロケーション

夢の中ではPassion Dance
感じるままにSexy Pause
Check it！Check it！Check it！ガールズ
オッオッオー　アディショナルタイム
忘れられないPassion Dance
どうすればいい？生き方Sense
キス　キス　キスミー
オッオッオー　誰とする？

ここから先はStudent Dance
見つからないでSecret Place
カモン　カモン　カモン　ボーイズ
オッオッオー　パーティータイム
同じ制服でStudent Dance
火がつきそうDangerous Case
ハリー　ハリー　ハリーアップ
オッオッオー　恋をしろ！

勝手気ままにStudent Dance
誰も止めるなEverybody Please
アハーン　アハーン　アハーン　オールライト
オッオッオー　アンダースタンド
朝が来るまでStudent Dance
人生なんてCome Loose
ラブ　ラブ　ラブミー
オッオッオー　楽しもう

Oh...
Oh...

Student Dance",https://www.uta-net.com/song/254129/
219725,制服と太陽,秋元康,aokado,aokado,"いつもの教室に親と教師と私
重苦しい進路相談のその時間
大学へ行くか？
やりたいことはあるか？
今ここで決めなきゃいけないのかなあ

窓の外を鳥が横切ってく
迷うことなくどこを
目指してるんだろう
希望

制服は太陽の匂いがする
スカートは風に広がる
何十回　何百回　校庭を走り回り
自由な日々　過ごして来た
これから先の夢は
いつの日にかわかって来る
生き方なんて誰からも指導されなくたって
運命が選び始める

心の光
感じるまま
自分で決める
WOW WOW WOW
Let's get started！
Let's get started！
Let's get started！

就職をするか？
何もしないつもりか？
人生をみんなに問い詰められてる

息を止めるように聞くふりした
何を言っても絶対
理解してはくれない
未来

制服を脱ぎ捨てて大人になる
校則のない世界へ
何十分　何百分　話し合い続けたって
理想なんて　甘い幻想

傷つき挫(くじ)けながら
歩き方を覚えるもの
転ぶ前にそう初めから手を差し伸べられたら
いつまでも強くなれない

制服は太陽の匂いがする
スカートは風に広がる
何十回　何百回　校庭を走り回り
自由な日々　過ごして来た
これから先の夢は
いつの日にかわかって来る
生き方なんて誰からも指導されなくたって
運命が選び始める

話の途中
席を立って
教室出よう
WOW WOW WOW
Let's get started！
Let's get started！
Let's get started！

Let's get started！",https://www.uta-net.com/song/219725/
212668,世界には愛しかない,秋元康,白戸佑輔,野中“まさ”雄一,"「歩道橋を駆け上がると、夏の青い空がすぐそこにあった。
絶対届かないってわかっているはずなのに、僕はつま先で立って
思いっきり手を伸ばした。」

ただじっと眺め続けるなんてできやしない
この胸に溢れる君への想いがもどかしい

「真っ白な入道雲がもくもくと近づいて、
どこかで蝉たちが一斉に鳴いた。
太陽が一瞬、怯(ひる)んだ気がした。」
「複雑に見えるこの世界は
単純な感情で動いている。」

最初に秘密を持ったのはいつだろう？
大人はみんな嘘が多すぎて忘れてる

通り抜ける風は　僕に語りかける
もう少ししたら夕立が来る

世界には愛しかない
(信じるのはそれだけだ)
今すぐ僕は君を探しに行こう
誰に反対されても
(心の向きは変えられない)
それが(それが)僕の(僕の)アイデンティティー

「空はまだ明るいのに、突然、雨が降って来た。
僕はずぶ濡れになりながら、街を走った。」
「夕立も予測できない未来も嫌いじゃない。」

最後に大人に逆らったのはいつだろう？
あきらめること強要されたあの日だったか…

アスファルトの上で雨が口答(くちごた)えしてる
傘がなくたって走りたい日もある

未来には愛しかない
(空はやがて晴れるんだ)
悲しみなんてその時の空模様
涙に色があったら
(人はもっとやさしくなる)
それが(それが)僕の(僕の)リアリティー

君に遭った瞬間　何か取り戻したように
僕らの上空に虹が架かった

世界には愛しかない
(信じるのはそれだけだ)
今すぐ僕は君を探しに行こう
誰に反対されても
(心の向きは変えられない)
それが(それが)僕の(僕の)アイデンティティー

「全力で走ったせいで、息がまだ弾んでた。
自分の気持ちに正直になるって清々しい。
僕は信じてる。世界には愛しかないんだ。」",https://www.uta-net.com/song/212668/
289565,誰がその鐘を鳴らすのか？,秋元康,辻村有記・伊藤賢,,"「耳を澄ますと聴こえて来る
色々な声や物音
人は誰もその喧騒に
大事なものを聴き逃している

Wo oh oh oh oh oh oh...

ねえ
ちょっと静かに…
ほんの少しでいいから
自分の話じゃなく
他人の話
聴いてみて欲しい
冷静になろうって
合図をくれればいいのに…」

もし地球上の片隅に
巨大な鐘があったのなら
世界中のどこにいても
聴こえるのに…

争いごと
起きそうになった時
あーあ　あーあ
知らせてあげよう
言葉ではなく
誰でもわかるように
心に響かせるんだよ

だけど問題は
誰がその鐘を鳴らすのか？
この世の中に神様はいるのかい？
会ったことない
その綱を奪い合ってたら
今と何も変わらないじゃないか
そばの誰が誰であっても鳴らせばいいんだ
信じるものが
たとえ違ってても
そう平等に…

一番高い山の上
巨大な鐘を吊るせたなら
風に乗って海を越えて
届くだろう　誰かに

悲しみに
俯いてしまったって
あーあ　あーあ
語りかけよう
どこかできっと
あなたを心配してる
味方がいるってことだよ

愛の救世主
誰がその鐘を鳴らすのか？
そんな重たい責任を持てるかい？
逃げたいだろう？
その綱の大きな権力を
逆に誰も握ろうとするかも…
鐘を鳴らせる主導権なんか意味はないんだよ
支配したって
幸せになれない
愚かなことだ

瞳(め)を閉じて　聴いてごらんよ
自分の言いたいことを
声高に言い合ってるだけだ
際限のない自己主張は
ただのノイズでしかない
一度だけでいいから
一斉に口をつぐんで
みんなで黙ってみよう

Wo oh oh oh oh oh oh...
Wo oh oh oh oh oh oh...

「僕たちの鐘はいつ鳴るんだろう？」

だけど問題は
誰がその鐘を鳴らすのか？
この世の中に神様はいるのかい？
会ったことない
その綱を奪い合ってたら
今と何も変わらないじゃないか
そばの誰が誰であっても鳴らせばいいんだ
信じるものが
たとえ違ってても
そう平等に…

Wo oh oh oh oh oh oh...",https://www.uta-net.com/song/289565/
205639,手を繋いで帰ろうか,秋元康,Akira Sunset,Akira Sunset,"何か誤解させてしまったのかな
みんなに冷やかされて　首を振っただけ　Oh
だって　誰にも言ってないだろう
君のことをあれこれ聞き出そうとするから
そう面倒くさくて興味ないふりをして
僕はずっと　ソッポ向くしかなかった
だけど　心は集中して君のことを気にしてた

アイスカフェラテの
ストローの回し方
なぜか　君が不機嫌に見えるよ　ごめん
やってしまった

手を繋いで帰ろうか
誰かに見られてもいい
堂々と街を歩いて
見せびらかそうよ
君と僕はラブラブで
付き合ってるってこと
いつもの二人のように
仲直りしようよ
つまらぬ照れ隠しをして
君を傷つけたのなら
家に帰っちゃう前に
罪滅ぼしさせて
ぽっかりと空いたハート
何で穴埋めする？
街角で
キスをしよう

ふいに君はカフェから出て行ったよ
慌てて僕はすぐ後を追いかけた　Oh
みんな　その展開に驚いて
まずいことを言ったのか？顔見合わせるけど
そうデリカシーがない男友達に
君はマジで怒ってしまったようで
僕が名前叫んだって振り向いてもくれない

道を渡る時
いつもより早足で
まさか　君は泣いてるのだろうか？　やばい
話を聞いて！

手を繋いで帰ろうよ
みんなが向こう側から
僕たちを見守っている
視線意識して…
こんなくだらない喧嘩
何でもなかったように
このままどこまでも
歩いて行こうよ
どんな噂　立てられても
他人(ひと)も羨むくらいに…
僕をもう一度信じて
もっと近くにおいでよ
言葉じゃわからないのなら
こうするしかないね
今ここで
キスをしよう

手を繋いで帰ろうか
誰かに見られてもいい
堂々と街を歩いて
見せびらかそうよ
君と僕はラブラブで
付き合ってるってこと
いつもの二人のように
仲直りしようよ
つまらぬ照れ隠しをして
君を傷つけたのなら
家に帰っちゃう前に
罪滅ぼしさせて
ぽっかりと空いたハート
何で穴埋めする？
街角で
キスをしよう",https://www.uta-net.com/song/205639/
291909,Deadline,秋元康,嶋田啓介,嶋田啓介,"思い思いの衣装　身に纏(まと)って
荒れた土地をキャラバンは進むよ

色鮮やかな旗　靡(なび)かせて
僕らが目指す理想を掲げてる

いくつの夜　真っ暗な時間(とき)が過ぎれば
獣たちの遠吠えに怯えない？
明日(あす)へ

このまま歩くんだ
絶対　立ち止まらない
このまま向かうんだ
命は　神が与えたDeadline

代わり映えのしない景色こそ
しあわせな人生だと人は言う

どんな夢もいつかは覚めるなら　今すぐ
目を開いて現実を受け入れよう
夜明けだ

それでも歩くんだ
希望を見失っても
それでも信じるんだ
命を引き継ぎながらEternity

また　始まって
また　終わる
その繰り返し
Ah-　愛が
Ah-　あれば…

時には休もうか？
そんなに強くなれない
時には泣けばいい
それから　また　立ち上がれ

このまま歩くんだ
絶対　立ち止まらない
このまま向かうんだ
命は　神が与えたDeadline

キャラバンに終わりはない",https://www.uta-net.com/song/291909/
232905,東京タワーはどこから見える?,秋元康,本田光史郎,APAZZI,"この歩道橋　渡る途中
東京タワー見えなかったっけ？

あの頃の僕は勘違いしてたよ
世界のそのすべて見てると自惚(うぬぼ)れた
君が少しだけ前髪を切っても
誰より先に僕は気づいた
(言い訳みたいに)

愛は流されやすく
気まぐれで(勝手なもの)
寂しさが溢(あふ)れるから
そばにいて欲しいよ
都合いいかな

記憶の断片を
真実より美しく補正して
そんなこともあったと
いつの日か語りたい
残酷なくらい
ありのままの現実を見せようか？
(悲しくなる)
僕たちの別れと
答え合わせをした未来

正面の空に　確か東京タワー
僕らと並んで立っていた気がした
別のロケーションと勘違いしたのか
帰りの商店街の道
(僕の思い込み)

誰も悪くはないと
言いたくて(ただの運命)
ここからは見えなかった
愛が今　浮かんだ
幻みたいに

確かにこの腕
抱きしめてた君だけは嘘じゃない
振り返れば美化され
飾られた昔でも…
自分で何度も
書き直した思い出が切なくて…
(いつの間にか)
偽りはどこかが
わからなくなってしまった

愚かな結末

記憶の断片を
真実より美しく補正して
そんなこともあったと
いつの日か語りたい
残酷なくらい
ありのままの現実を見せようか？
(悲しくなる)
僕たちの別れと
答え合わせをした未来",https://www.uta-net.com/song/232905/
232902,猫の名前,秋元康,小松清人,板垣祐介,"幸せに終わりがあるのなら
その始まりはいつだろう？
せめて今がそうだって
教えてくれたら
もっとちゃんと
キスしたのに…

そこにいた捨て猫を腕に抱いてた時
ふと君がこっちに近づいて僕に言った
「名前は何て言うの？」って
聞かれても答えられず
「一緒に考えようよ」
なんとなく言っただけ

それから君は僕の部屋にやって来て
ヨーグルトとシリアルをいっぱい買い込んだ
着替えと枕も運んで
僕たちはいつの間にか
猫を中心にして
仲良く暮らし始めた

そんなに何かが
変わったような気がしない
窓の向こう
太陽が動いただけ
光と影とが
微妙に逆転したけど
夜が来ると思わず
カーテン閉めなかった

僕たちに終わりがあるのなら
その始まりはいつだろう？
まさか付き合ってるなんて
考えてもみなかった
あの頃さ
ハグもしたけど

日当たりのいい場所は猫と君のもの
アンティークなソファーにいつだって寝転び
嫉妬するほど抱き合ってた
ねえ僕は何してるんだ？
家賃　払ってるのに
居場所がどこにもない

その時なぜだか
突然　思い出したんだ
猫の名前は
どうやって決めればいい？
候補をいろいろ
二人で挙げてみたけど
なんかピンと来なくて
名前はまだお預け

後悔に終わりがあるのなら
その始まりはどこからだ？
ずっと見てたはずの星を
見失ったのは
あの夜か
キスをしよう

それぞれ勝手に
名前をつけて呼んでいた
猫の名前が
決まらない理由は何？
束縛されない
二人の愛は自由で
どこか無責任だった
飼いならされない日々

僕たちに終わりがあるのなら
その始まりはいつだろう？
まさか付き合ってるなんて
考えてもみなかった
あの頃さ
ハグもしたけど",https://www.uta-net.com/song/232902/
205635,乗り遅れたバス,秋元康,SoichiroK・Nozomu.S,後藤勇一郎・Soulife,"ごめん
一人だけ　遅れたみたい
あの場所に
誰もいなくて
どこへ行ったらいいのかなんて
わからなかった
片道の夢
手に持ったまま
坂の途中で
途方に暮れた

風が過ぎた街は
音も消えたみたいで
君に掛ける言葉が
僕には見つからなかった

できることなら
時間(とき)を戻し
一緒に行きたかったけど
欅坂　向かうバスは
もう先に出てしまった

だから
一人きり　歩き始める
みんなとは
違う道順
だって今さら追いかけたって
間に合わないよ
私の未来
自分で探して
いつかどこかで
合流しよう

風の向きを探し
空に伸ばした掌(てのひら)
何か触れたみたいに
日差しがやさしく感じたよ

見えないものは
どこにあるか
確かめにくい思い込み
憧れた遠い夢は
少しずつ近づいてる

だから
一人きり　歩き始める
みんなとは
違う道順
だって今さら追いかけたって
間に合わないよ
私の未来
自分で探して
いつかどこかで
合流しよう

どの道を行こうと
どの坂登ろうと
溢(あふ)れ出す汗も
流れた涙も
美しく輝くよ

ごめん

ごめん
一人だけ　遅れたみたい
あの場所に
誰もいなくて
どこへ行ったらいいのかなんて
わからなかった
片道の夢
手に持ったまま
坂の途中で
途方に暮れた

夢はどこかで
繋がるのだろう
みんなの
未来は一つ

ラララ…",https://www.uta-net.com/song/205635/
